id,description
291421,"Congregate meals, home delivered meals, nutrition education, adult day care, transportation, housekeeping and chore service, youth services and probation, felony and house arrest assistance"
291502,"Homemaker services, some transportation services provided to clients that own a car, personal care services and respite care."
291503,"Living unit that is recommended for residents who need a little help with meals, activities of daily living or medication administration. Level of care will be based on a personal care assessment."
291505,"Provides a senior center with health education and screenings, physical fitness games and recreation, arts and crafts, general education and field trips."
291516,"Provides health clinic at Northside High School that offers routine physicals, treatment of minor illnesses, immunizations and health screenings to Shelby County School students."
291541,Breast Health Center offers mammograms and other health services.
291542,Provides general medical care. Occasionally provides mammograms and pap tests.
291567,Accepts donations of hearing aids and listening devices as well as ones that are in need of repair.
291569,Provides limited assistance with getting hearing aids when funds are available
291576,"Provides diagnostic services, hearing aids and speech therapy for adults and children with hearing problems in west TN."
291606,"Libraries offering various programs for children, including storytelling, performing and visual arts, puppet shows, and storytelling for children who are hard of hearing."
291620,Community education concerning prevention and reporting of child abuse.
291623,"Serves children who have been victims of severe abuse through prevention, education and intervention."
291626,Provides community education on child abuse prevention.
291639,Provides community education on child abuse prevention in Lauderdale County.
291640,Provides Case Management Services For Children And Their Families At Risk For Child Abuse In Lauderdale County.
291641,The Center combines a professional staff with trained volunteers to provide quality services to abused children and their families.
291642,"Makes presentations to agencies or groups on various topics such as child abuse prevention, reading with children, relative caregivers, assisting with homework, etc."
291652,Child abuse prevention education seminars for community and professionals.
291656,"Provide advocacy for victims of domestic violence through acting as a liaison between the victim, police, housing agencies, schools, etc."
291659,Courts that oversee case of juvenile charged with a crime or handle cases involving dependency regarding child abuse
291677,Provides child advocacy services. The Center combines a professional staff with trained volunteers to provide quality services to children and their families.
291683,Provides case management services for families at risk for child abuse.
291698,Provides support for battered women by having a staff member go with them when they need to visit a police station to file a complaint or appear in court to give evidence.
291719,"Comprehensive, developmental preschool program for low income children focusing on intellectual, social, emotional, and physical development as well as facilitating readiness for public school."
291737,Each day our children participate in a chapel service where they have the opportunity to hear a positive message.
291746,Provides pediatric occupational therapy and a variety of specialty therapy programs to assist child development.
291752,Daycare Services for Adults
291759,Comprehensive childcare for children ages 6 weeks to 18 months.
291762,Provides childcare for the full day while the families are working.
291763,Provides supervised childcare before and after school hours.
291783,Provides complete child care for children from 6 weeks to 12 years old in Fentress and surrounding counties.
291794,Provides early childhood education.
291801,Handles complaints about TN child care programs in 11 counties in southwest TN.
291802,"Provides child care licensing for agencies in Chester, Decatur, Fayette, Hardeman, Hardin, Haywood, Henderson, Lauderdale, McNairy, Madison and Tipton counties."
291805,"Extension of Head Start services for pregnant women, infants, and toddlers."
291820,Provides complete child care for residents of Fentress County and surrounding areas.
291821,Provides child care and educational services for typically developing children and those with special needs to learn and play together in community setting for ages 12 months to kindergarten.
291838,Handles complaints about TN child care programs.
291862,Provides low cost child care for children ages 6 weeks to 6 years old. Also serves 2 meals and a snack.
291863,"Counseling provided to hurricane victims living in the Middle TN area in order to assist with employment, housing, transportation in the form of bus passes, and childcare reimbursement."
291865,"Christian adults provide mentoring and encouragement through visits to the center, personal notes in the mail, encouraging telephone calls, and participation in field trip activities."
291866,Offers Spanish Classes and tutors children
291879,"Agency provides identifying problem behaviors, child development, social skills, and positive discipline strategies."
291881,Provides child care referrals and information for parents using a database of all licensed child care facilities in Tennessee. Provides guidance for parents in selecting quality child care providers.
291890,Provides child care for ages 6 weeks to 4 years for high school parents of Holloway High School.
291898,"Provides afterschool child care during the regular school year for children ages 5 to 13 years old attending Norwood, Brickey, Powell, Mount Olive, or East Knox County Elementary schools."
291899,Accepts donated child care supplies.
291900,Child care provided five days a week. This service is for employees and anyone needing child care
291914,Day Care Center offering daytime child care on a sliding scale for residents of Giles County.
291916,Day Care designed to give respite to mothers. Program serves approximately 35 children between the ages of birth and three years old with developmental delays and disabilities.
291928,"Extension of Head Start services for pregnant women, infants, and toddlers from birth to age 3."
292062,Program designed to help people who have high school diplomas review and upgrade skills in the five major academic domains.
292065,Provides basic refresher classes in a variety of subject areas for Overton County residents
292068,Provides Free After School Tutoring For Children And Youth In Elementary Through High School Every Monday Through Friday.
292074,Academic tutoring on homework assignments. Also has computer lab set up.
292076,Provides literacy instruction.
292079,"Refresher courses provided for those wanting review of basic math skills, etc."
292080,Literacy Classes are offered to teach basic reading and writing skills
292081,"Assists students needing basic math, reading and language skills for various reasons"
292086,"Regular high school course work, in an unstructured but focused program, leads to a high school diploma."
292092,The Rutherford County Adult High School provides courses for people 18 and older who dropped out of high school and would like to get their diploma.
292097,"Tutoring for children and adults, by volunteers, in all academic areas."
292099,Provides instruction in fundamental learning skills for adults who dropped out of school or had their education interrupted.
292100,Programs that provide supplemental instruction for students who are having difficulty with their coursework or who want to get more out of their regular educational program.
292101,"Education, Seminars, Workshops, Scout Troops, Recreational Activities, And Regular Tutoring Programs. Address Problems Such As Drug Abuse, Teen Pregnancy, Violence, And Aids, As Well As School Work."
292110,Provides basic education classes for adults in Clay County.
292114,Provides literacy classes for adults 18 and older in order to assist in learning how to read and write.
292115,Adult education classes offered to anyone in Decatur County.
292124,Provides refresher classes for individuals returning to college and vocational school.
292129,Provides literacy classes for individuals to assist with reading and writing skills.
292136,Provides classes to improve basic reading skills and math skills.
292142,Provides A Meal Delivery System To Clients 60 And Older Who Are Unable To Cook For Themselves And Have No One To Cook For Them.
298182,"Provides hospice services to terminally ill patients in Middle TN. Services include counseling, routine home care, inpatient care, respite care, and continuous care."
298200,Provides financial assistance for respite care to give caregivers a break.
298227,"Parents meet once a week with other parents and a leader to learn coping skills and appropriate discipline skills, and an ongoing support system."
298232,Support Group Of Parents Of Premature Or Critically Ill Newborns.
298256,Support group for parents whose children have been abused physically or sexually.
298278,Support group meetings for parents of preschool children to provide information about parenting issues and child development.
298296,"Provides room and board, tracks medicine, and allows the tenants to attend counseling sessions"
298308,Recovery Apartments for men who have completed 6 months of Recovery Housing.
298341,Provides independent living community for seniors.
298346,Independent living facilities provided for seniors.
298382,Provides support and Advocacy for the families as a whole for students in Loudon County Schools.
298386,Instructions how to prevent head lice and what products you may get to use if the child gets head lice. Pamphlets are available for information.
298397,"A multipurpose, comprehensive center serving all Loudon County seniors age 60 and older with recreation, education, support groups, and health and social services."
298412,The Benton County Senior Center serves senior citizens age 60 and older.
298422,Provides bus service for seniors in Sevier County. Does not transport to medical appointments.
298443,"Senior Housing for seniors 62 and above. Rent is based on income, utilities are furnished, each apartment has central heat and air and all maintenance and yard work is furnished."
298460,For female survivors of domestic violence and their minor children in immediate danger and in need of emergency shelter. Many support groups and services for survivors of domestic violence.
298471,Agency provides bus service within the community for seniors in their programs who do not have other means of reaching the center.
298474,Addresses the needs of students that are facing homelessness or are homeless.
298475,"An Independent Living Facility For Seniors, Age 62 And Older, Or Disabled Individuals, Which Bases Rent On Income."
298484,"Serves as a focal point for older adults in the community and which offer, at a single location, a wide variety of services and activities that are needed by and of interest to this population."
298497,"Serve as focal point for older adults in the community and which offer, at a single location, a wide variety of services and activities that are needed by and of interest to this population."
298502,An independent living facility for seniors and disabled persons with rent based on income.
298507,Senior center offering recreation and socialization activities for Lawrence County individuals ages 55 and older.
298512,Serves as a focal point for older adults in the community.
298544,Senior Center will accept donation of hygiene items.
298569,"Senior Center provides recreational, educational, and health related activities for seniors, sixty and older."
298578,Provides opportunities for senior citizens to volunteer in the community as well as with Senior Center activities and services.
298585,"Maintains parks and recreational areas and sponsors special events, like the annual spring Atoka Barbeque festival for Atoka residents."
298597,Provides transportation assistance from the Tellico Village Area residents who are unable to drive themselves and also assist groups and arrange bus travel to social events.
298598,Works with Southwest Human Resource Agency to provide meals each week at the senior centers.
298609,Provides volunteer escorted transportation to medically related appointments for individuals who are 55 and older in need living in Williamson County.
298622,"Provides independent living facility for seniors that includes additional services and amenities. Options include studio, one bedroom, and two bedroom."
298633,"Provides transportation to and from VA medical facilities for needed treatment, contains a nationwide transportation network."
298637,"Program for seniors in the 37209 zip code that provides referrals, monthly shopping, weekly social activities, and limited transportation."
298638,Provides transportation for cancer patients to cancer treatment centers.
298652,Providing transportation throughout Hancock County
298656,"Provides parks and leisure programs, services, facilities such as a senior center and Singleton Community Center, and rental space for city of Bartlett residents."
298667,An independent living facility for seniors 62 and older that bases rent on income. Service Coordinator assistance available. Small pets under 25 pounds accepted.
298690,An independent living facility for seniors and mobility impaired persons with rent based on income. Approximately 6 month wait.
298703,"Senior center offers variety of recreational and educational activities for seniors, 55 and older, residing in Morgan County."
298721,Public transportation program for residents in Campbell County.
298723,Notary services provided for seniors of Loudon County.
298725,Outreach Program provides telephone reassurance and visiting for seniors in Loudon County.
298726,"Volunteers transport qualified seniors to Doctors appointment, drug store, grocery stores etc."
298743,Programs that provide facilities at which a wide variety of services are made available to the community for seniors.
298773,Provides transportation services for area residents.
298779,Computer classes designed for seniors.
298792,Medical Transportation specializes in providing medical transportation to various populations of health care and elderly communities.
298819,Health screenings offered twice a month through the DeKalb County Senior Center.
298843,Nashville CARES provides several transportation resources to help you get to medical and social services appointments. The services include MTA bus passes and gas cards.
298853,Provides transportation to local businesses for residents of Berry Hill
298856,Transportation for county residents to surrounding cities for doctor appointments and other reasons.
298875,Public transportation program for residents in Scott County.
298877,Tutoring available for seniors in high school in a variety of subjects. Services resuming Jan. 2013.
298897,Provides access to nutrition sites. At least one located in each county usually in the senior centers.
298902,Public transportation program for residents in Morgan County.
298941,Agency provides information to individuals about community resources for seniors and makes referrals for these services when appropriate.
298954,"Provides blood disorder patients with financial help for needed services such as transportation to and from medical appointments, gas reimbursement, and emergency assistance with basic needs."
299015,"Transportation services provided to senior center for meals, activities, and health checks. Provided to seniors who are not able to drive themselves."
299023,"ETHRA Transportation for seniors to medical appointments, shopping trips, and to other services."
299036,Provides recreation and exercise programs specifically designed for seniors.
299041,"Senior center offering exercise programs, health programs, trips, and a meal every day for seniors ages 60 and older."
299077,"Programs that pay a portion of the utility bills of people whose utilities have been or are at risk of being shut off and who meet age, income, disability, need or other requirements."
299116,Free transitional housing program available to individuals with substance abuse issues in the community.
299144,Halfway house for men with alcohol or drug problems.
299171,"Provides temporary housing and support services for homeless families in Memphis, TN. Facility can house up to three families at one time."
299172,"Each Wednesday night 100 volunteers feed, clothe, and care for up to 500 homeless individuals under the bridge at Blackstock and McGhee in Knoxville."
299208,The Opportunity House is recovery residence for men that operates as a therapeutic community for intensive drug and alcohol rehabilitation.
299218,Utility bill payment assistance provided as available to Lawrence County residents in need.
299245,"Provides protection and care for unwanted pets or stray animals, and hold them for a specified period of time to provide an opportunity for owners to claim them prior to offering them for adoption."
299263,Homeless Prevention and Rapid Rehousing program
299271,Provides utility assistance through a voucher system for clients in Sevier County.
299273,Provides temporary shelter for clients of Sevier County only
299296,"Offers spiritual assistance, emergency lodging, meals, and fuel to travelers through Lauderdale County communities."
299306,"Transitional housing available for persons with psychological disorders, consumers who are homeless and need assistance in finding a more stable home environment."
299316,"Shelter provides services that include adoption services, owner surrenders, and stray animal pick up."
299334,Serves To Protect The Public Against The Dangers And Nuisances Of Uncontrolled Animals And Ensures The Legal Protection Of Animals From Mistreatment And Abuse.
299339,Rescues Dogs And Cats From Shelters And Holds Them For Adoption In The Memphis Area In Foster Homes Of Volunteers.
299344,For individuals in the emergency shelter program who need more time securing housing. Residents can stay up to 6 months and provided are case management and supportive services.
299354,Provides animal shelter and serves to promote the humane treatment of animals.
299358,"Pays all or a portion of the utility bills of people whose utilities have been or are at risk of being shut off and who meet age, income, disability, need or other requirements."
299359,Provides Emergency Shelter To Giles County Residents In Need.
299391,Assists those traveling through Marshall County.
299392,"Assists with payment of utility bills for residents of Tullahoma whose utilities have been or are at risk of being shut off and who meet age, income, disability, need or other requirements."
299409,"Provides year around emergency shelter for women and women with children in Rutherford County. Programming teaches boundary setting, goal assessment, anger management, budgeting, and Christian ethics."
299425,"Provides eligible Shelby County households with home weatherization services such as installation of storm windows, airway and duct sealing, caulking, or blowing insulation into attics."
299447,"The Salvation Army Emergency Response Teams provide free food, bottled water, snacks, shelter, and aid to victims, rescue workers and other disaster personnel."
299453,Provides utility bill payment assistance to individuals in need in PUTNAM County ONLY. Church does present the gospel and speak to individuals about Christianity when they assist.
299465,Emergency transportation to Haven House shelter for domestic abuse victims.
299469,Accepts donated pet food for the animal shelter.
299490,Christian based prison outreach ministry. Includes HELP House transitional housing and praise and worship services at TN prisons.
299494,Provides transitional shelter for homeless families who qualify for up to 90 days.
299514,Pantry for Paws program lis a dog and cat food pantry.
299528,"Transient program offering a 3 night stay, hygiene products, phones, laundry, food, shelter, and counseling to anyone in need."
299543,Provides shelter from the cold weather during business hours.
299579,Accepts pets from owners who are no longer able to care for them. Persons relinquishing a pet will be asked to make a donation.
299622,"Organization works to prevent cruelty to animals through sheltering, education, sterilization, and legislation."
299623,Provides Limited Emergency Assistance With Utility Bill.
299630,"Provides shelter for stray and unwanted animals, animal adoptions, disposal of dead animals, and enforcement of animal ordinances in the city of Germantown."
299635,Temporary Shelter for Cold Weather
299648,Provides homes for stray pets and adoption services for pets.
299654,Provides permanent housing to individuals with disabilities who are homeless.
299658,Provides shelter for homeless men who have a plan to make changes in their lives.
299666,Provides adoption of homeless animals.
299680,Provides temporary protection and care for unwanted pets or stray animals.
299683,Provides shelter from cold weather during the day. Only available during business hours.
299764,"Homeless No More offers Case management, Transitional and permanent housing for those eligible, and job training. Priority is given to veterans, elderly, and disabled."
299769,"Homeless No More Offers Case Management, Transitional And Permanent Housing For Those Eligible, Job Training, And Transitional Housing. Priority Is Given To Veterans, Elderly, And Disabled."
299785,"Domestic violence shelter that provides a safe haven for women and children who have experienced domestic violence, also provides counseling services."
299788,Provides supportive housing for homeless families and individuals to transition from homelessness to independent living in Fayette County.
299813,Assists terminally ill residents of Macon County.
299817,Oasis has been the one place in Middle Tennessee where teens in crisis can turn for help. The foundation of crisis services is assuring that young people are safe and learn to assure their own safety.
299824,"Provides Liheap And Emergency Utility Assistance, Distributes Usda Commodities And Senior Aid Program That Offers Job Training For Persons 55 And Older Seeking New Employment."
299832,Acts as a liaison with the VA Homeless Program to help homeless veterans find shelter. Also provides referrals for health care and assistance with substance abuse for shelter residents.
299850,Assists Marine veterans to transition back into their lives at home after a war or a tour of duty.
299874,This agency provides transitional housing to women and their children.
299879,Service to assist clients experiencing homelessness to be quickly rehoused and stabilized.
299880,"Provides comprehensive eye and vision care including examinations, glasses and contact lens fittings and treatment and management of ocular disease."
299890,Provides assistance with obtaining eyecare and eyeglasses.
299893,Provides a shelter for women and children who are homeless or who have experienced domestic violence.
299895,"Eye Exams to diagnosis, treatment, surgical intervention for eye disease."
299904,Provides shelter and food for homeless or battered women and their children.
299915,Provides shelter and hot line for victims of domestic violence.
299919,Volunteers needed to work with animals and assist with public education.
299926,Provides Emergency Shelter For Survivors Of Domestic Violence.
299931,Long term care for residents of this facility.
299935,"Programs that provide a temporary place to stay for people who are unable to return to their own homes due to sexual assault, domestic violence."
299943,Trained Master gardeners needed to help with certain activities.
299958,Need volunteers for various projects.
299963,"Need volunteers for coaches such as baseball, basketball and football. Tutors technology lab and volunteers for specialized programs."
299968,"Provides a hotline, shelter, counseling, and advocacy for domestic violence and sexual assault victims and their children."
299980,"Volunteers needed for variety of positions including museum gift shop, docents, special events, art workshops, etc."
299990,Volunteers are welcome and needed. Please call for information.
300004,Volunteers needed for special events throughout the year or for administrative support.
300009,"Need volunteers to help with light chores for residents, to play the piano, and to play other musical instruments for residents. Also need volunteers to provide activities around the holidays."
300012,Opportunities for volunteers who meet a set criteria to perform a variety of duties ranging from ground work to recovery assistants.
300015,Keep McMinn Beautiful is a community program affiliated with Keep America Beautiful and directly linked to Keep Tennessee Beautiful as well.
300024,Department provides free smoke detectors to residents unable to purchase them on their own.
300033,Provides smoke detector and free home inspection for those who cannot afford one.
300037,Provides STD testing and treatment.
300044,Volunteers needed to work in the office.
300047,Provides free STD testing and treatment by a nurse practitioner.
300048,In need of volunteers to assist in distribution of materials and education of community.
300053,"STD clinic provides counseling, testing, and treatment for Sexually Transmitted Diseases."
300059,Volunteer are needed for the Special Needs Fair held once a year and to rate accessibility of businesses in Tennessee.
300062,"Need volunteers to help assist riders during lessons, for horse care, including stall cleaning, and for facility maintenance."
300078,The Sullivan County Regional Health Department offers a wide and varied range of services to our community.
300088,Need adults who are willing to volunteer as music teachers.
300092,"A 24 hour crisis line for victims, survivors, families and friends."
300109,"Volunteers needed to assist with therapy, office work, cleaning toys, and preparing materials for therapists as needed."
300125,"Volunteer opportunities include answering telephones, receptionist, filing, and janitorial services."
300136,"Need volunteers such as cleaning persons, retired nurses, doctors and dentists."
300140,Provides training for a variety of volunteer opportunities with Red Cross.
300147,This program provides officers to work in schools. They teach and give students information about substance abuse through their DARE program.
300150,"Volunteer opportunities include copying, collating, and preparing training packets, cleaning, and yard work."
300163,The center works to ensure that groups and individuals find appropriate volunteer opportunities beneficial to them and nonprofit organizations.
300169,"Need volunteers, especially during the summer months, to help with the summer reading program."
300182,Provides Automated service which allows MLGW customers to report power outages and a live outage hotline map which shows current outages and repairs.
300200,Agency provides recycling education to the public.
300203,Supports several community programs in 14 counties in west TN through fundraising and volunteer services.
300206,Agency needs volunteers for various activities.
300209,Kids with a backpack filled with kid friendly food to take home after school or on the weekend.
300223,Trains and places volunteers in Red Cross programs.
300228,University students can volunteer to help with selected projects.
300235,Crisis counseling and safety referrals to victims of domestic violence.
300268,A variety of volunteer opportunities available to include helping with the commodities and bread distribution programs and assisting with building maintenance.
300283,Mentors and tutors needed for residential clients.
300305,Provides an online database and hotline to identify sex offenders living in TN communities.
300315,"Agency seeks volunteers to assist with day care center, answering phones, administrative tasks, interaction with families, assisting with meals, transportation, fundraising and much more."
300326,"Volunteers needed to assistance with food distribution, helping plant, grow, and prepare food for the lunches."
300334,Need adult volunteers to help with counseling and in the office.
300342,"Provides telephone crisis intervention services for people who are survivors of rape, incest and other forms of sexual assault."
300344,Provides opportunities for volunteers to help with evening reading programs and to distribute donations at Christmas.
300347,Need volunteers to help with fund raising events.
300372,"Many Service Opportunities In The Community Are Available Including The Operation And Staffing Of School Health Clinics, The Support Of Va Outpatient Clinics And Providing Disaster Relief Services."
300382,Provides training for a variety volunteer opportunities with Red Cross.
300389,"Program which provides telephone crisis intervention services for people who are survivors of rape, incest and other forms of sexual assault."
300400,Telephone crisis intervention staffed by trained volunteers. Referrals to appropriate agencies and counselors provided. Crisis Chatline is for anyone needing a listening ear
300431,Support groups for victims of domestic violence and their dependents.
300434,Provides peer support group for individuals who are disabled.
300451,Volunteer opportunities available for those interested in helping with telephone reassurance programs and visitation programs.
300465,Volunteer Opportunities available. Call for details and information.
300498,"Provides a variety of volunteer opportunities, including mentoring, volunteering to help with special events and volunteering to help with specific programs at the center."
300507,"Persons with an ileostomy, colostomy, or urostomy qualify. Call for details."
300513,Opportunities to volunteer in several areas with the Red Cross.
300516,Places professional women within volunteer opportunities in the community.
300528,Volunteers needed to assist with clerical work and data entry.
300535,Provides support group for survivors of stroke.
300539,Provides monthly stroke support group at Health South Rehab Center in Memphis.
300540,Volunteers needed for landscaping and yard work. Also need volunteers to read and interact with children.
300555,Support group for friends and family who have lost someone to suicide
300567,Volunteer Opportunities For People To Assist With Art Classes And Workshops.
300571,Need volunteers to help with commodity distribution and other tasks.
300573,A program to help patients better manage their diabetes. Group and individual sessions are available.
300592,Need adult volunteers to help provide religious and other activities with patients. Need help with individual patients and with groups.
300597,The Adopt A Park program recruits individuals and community groups to assist with improvements and programs in county parks.
300601,"Volunteers needed to assist with special events, group activities, and social time."
300606,Support groups provided for persons ages 18 and older with disabilities or mental illness.
300616,"Need volunteers for reading to residents, transportation, assisting with games, crafts, gardening, parties, and office work."
300620,"Provides parenting materials, classes and workshops on various topics."
300634,Provides a support group for women who have or have had breast cancer.
300635,"Typically individuals volunteer time working on the buildings, committees, or fundraising events. Also accept volunteer time from anyone who is interested in our organization."
300644,"Seeks volunteers for daily meal delivery, but will utilize anyone who wishes to offer their services."
300648,"Need volunteers to help with grounds, trails, and garden maintenance, to help with special events, and to help in the office."
300652,"Volunteers needed to assist with fundraising, office work, and working with the horses."
300661,Support group for individuals with brain injuries.
300665,"Volunteers needed for Care Team, to provide HIV education, patient support, holiday programs and fundraising events."
300695,Volunteer Opportunities within United Way Kingsport.
300725,Need parent volunteers.
300733,Need volunteers to help as support staff and to be mentors
300737,In need of volunteers to assist with various senior programs.
300765,"Need volunteers to help with fundraising, client transportation, facility maintenance, and yard work."
300769,Anyone interest in volunteering.
300791,"Nurses, doctors, and administrative office workers needed."
300796,Accepts volunteers through the Americorps program.
300817,"Community Outreach involves speaking at schools, meetings or gatherings about MADD and how others can volunteer to serve the organization."
300821,Support group for stroke survivors and family members
300827,"Provides a celiac sprue support group in the Memphis area which holds potlucks, restaurant outings and features speakers about the disease."
300840,Volunteer opportunities for emergency preparedness clinics for mass services.
300848,Volunteers can be used in a variety of programs including meal delivery.
300888,Volunteers needed for a variety of projects.
300910,Volunteer Opportunities available. Call for more information.
300930,"Volunteers needed for variety of assignments, including during the holidays. Persons needing to do community service may also volunteer"
300933,Provides a wide variety of social services that are designed to support the healthy development of families.
300937,Volunteers are needed on a daily basis for a variety of projects.
300950,"The Keep Williamson Beautiful Mission is to partner with volunteers to keep our community clean, green and environmentally aware."
300965,Volunteer opportunities for people who want to teach or assist children with reading or math.
300977,"Stop smoking support group for individuals who have a desire to stop smoking, based on 12 step program."
300989,Volunteer opportunities for teens and adults interested in working in the medical center.
300998,"Volunteers needed for clerical tasks, for special events, to serve as docents, and more."
301002,Access to volunteering for peace and social justice related causes
301034,"Offers free family support groups guided by health professionals who provide information, support, communication among patients, their families, friends, medical personnel."
301039,"Volunteers needed to assist in front office, to provide clinical support, and for special projects."
301051,"The Well Outreach has several volunteer opportunities. Anyone interested in volunteering needs to contact the Volunteer Coordinator, Sully Cook."
301055,Provides support group for those affected by stroke.
301061,"Various opportunities to volunteer within an alcohol and drug residential rehabilitation, Medical detoxification, Crisis stabilization unit"
301064,"Provides information and support to patients, families, and caregivers effected by stroke."
301070,"In need of volunteers for stock room, computer work, and assisting with clients."
301082,"Provides monthly support group the first Monday of the month at Resurrection Lutheran Church in Ooltewah, TN for persons affected by Tourette Syndrome and their friends and families."
301122,"Provides veterinary information, Ask The Vet column in The Commercial Appeal and sponsors a Pet Loss support group through Dixie Memorial Pet Cemetery."
301127,"Volunteers may assist at the Day Care Center in Athens, TN."
301146,Provides a resource letter and monthly support meetings to polio survivors and their families.
301153,Support group for people who are suffering different types of cancer other than breast cancer as well as their families and friends.
301158,Support group for those who are experiencing a divorce or separation. Group meets two times per year.
301162,Accepts and trains volunteers to work within any part of the Nashville CARES service area. Does not accept individuals who are attempting to complete community service requirements.
301187,Need volunteers to work with children.
301196,Seeks individuals willing to work with cats and dogs.
301198,"Offers a coordinated and holistic approach to providing services and support, eliminating duplication of effort on the part of residents and service providers."
301205,Many service opportunities in the community are available including the operation and staffing of school health clinics.
301210,Volunteers needed during mealtimes to assist feeding patients. Volunteers also needed for other activities and social events.
301222,Seeks volunteers for a variety of individual activities.
301250,Opportunities to help during seasonal events such as Thanksgiving and Christmas.
301253,Volunteer Opportunities Available For Those Interested In Volunteering At The Warner Park Nature Center.
301270,Need volunteers to act as ushers during concerts.
301272,Various volunteer opportunities available for persons over 18 years of age.
301280,Volunteers may help with events
301283,Need volunteers to help in schools.
301294,Accepts volunteer as interns to work on specific projects.
301300,"Provides Faithful and True, a support group for men with sexual addictions."
301303,Provides support to those involved with a job search. Includes interviewing skills assistance and list of job opportunities.
301310,"Volunteers needed to help with administrative duties, fundraising, and providing client services."
301311,The cancer survivors newtwork is an online community created by and for cancer survivors and their families for the purpose of connecting to others like themselves.
301319,Accept volunteers to assist in preparing for the annual Christmas party for the persons supported by the agency.
301325,Need adult volunteers for a variety of duties.
301331,Provides assistance for families in need of resources.
301342,Provide support groups for families with children who have Autism
301347,Emergencies and Disaster information.
301350,Mutual support groups for people who have experienced brain injuries and their families.
301359,"Need Volunteers To Help With Various Activities And Programs. Also Accepts Americorp Service People, Vista, And Community Cares Volunteers."
301365,"Support group for family members of those who are dealing with sexual addiction issues. NOT for Sex Addicts, but for those who are impacted by their addiction."
301373,"Volunteers needed for stocking food, shopping, assisting clients with shopping, and cleaning facility."
301378,Support group for women who are victims of domestic violence.
301386,"Available volunteer opportunities include Gardening, Building garden structures, and etc."
301393,Volunteer ages 16 to 18 years who can help with sorting and giving out prom dresses.
301404,"Volunteer Opportunities Available, Including General Office Help And Assistance With Events Throughout The Year."
301407,"Support groups, providing emotional support, whose members are individuals who have been involved in physical or emotional abuse involving a spouse or other partner."
301440,Volunteers are needed for community outreach.
301454,Support group for women who have been effected by domestic violence or abuse.
301490,"Provides A Nurturing Environment To Promote Healthy Living Through Exercise, Sports. Also Has Mentoring Programs, After School Programs, And Other Activities To Create A Well Rounded Person."
301506,"Grandparents as Parents Program has provided support, information, and referrals to community resources."
301508,Lighthouse is a secured residential unit for seniors with memory loss.
301526,"Need volunteers to teach computer classes, art classes, cook, teach exercise classes, and assist with office tasks."
301529,"Adoptions, Foster Care, Child Protective Servcies. Family Crisis Intervention, Youth Group Homes, TN Preparatory School and Youth Development Centers"
301545,Provides recovery support meetings for alcohol and cocaine abusers.
301548,Provides adult literacy and English as a Second Language volunteer opportunities.
301569,Provides tutoring for those adults attending classes at Blount County Adult Education.
301570,Provide information for individuals seeking help with AA in the Middle TN area.
301572,"Basic English speaking skills, job skills and work vocabulary."
301627,"Provides ESL program, prenatal program, access to basic needs, health care, case management, health care referrals, interpreter services, cultural assimilation, and referrals to other services."
301635,"Numerous volunteer opportunities available to include volunteering in the Head Start programs, delivering meals, participating in senior activities, helping with commodity distribution, etc."
301639,Volunteer opportunities available for adults to assist with child care program.
301647,"Volunteers needed for assistance with daycare activities, companionship, and other projects."
301653,Provides grief counseling and support groups to children and adolescents who have lost a loved one in Memphis and the surrounding areas.
301654,Pet bereavement support.
301663,"Eight week support groups for adults, spouses, parents or children in the community who have experienced the death of a loved one recently."
301674,"Volunteers are needed for a variety of projects to include tutoring, Bible study, recreational programs, administrative activities, and maintenance."
301678,Accepts volunteers for tutoring and clerical duties
301689,"Seeks volunteers to work with children mentoring, tutoring and in sports activities."
301691,"Provides grief recovery support group for anyone losing a loved one to death, divorce or other circumstances."
301692,"Accepts Adults, Youth, Court Ordered and Seasonal Volunteers to help with reading, tutoring, classroom volunteers and translators."
301694,"Raise Your Hand Tennessee is a statewide effort to recruit volunteers to read, tutor, and mentor children. Anyone with passion and commitment can help children and youth succeed in school and in life."
301698,"Tutoring in GED content areas including math, writing, social studies, science and reading."
301702,Provides bereavement support group for individuals who have had a family member or significant other commit suicide.
301708,Support for those experiencing grief. Groups are held at different locations.
301721,"Volunteer opportunities working with children in the areas of homework help, tutoring, music, art, cooking, and sewing instruction."
301722,Ongoing grief support groups available to the community.
301727,Volunteers needed to assist in the classroom and for one on one tutoring.
301728,"Provides peer counseling, advice, and encouragement from one amputee to another."
301743,Grief support groups are available for individuals and families in hospice care and anyone experience grief and loss in the wider community
301763,Seniors in Blount County that may need food to last them through the month.
301775,Hospital offering grief support group at various times.
301785,Volunteers needed to assist with answering clearinghouse phone lines and completing intake on clients. Volunteers also need to work with Furniture Ministry.
301820,"Individual and group counseling for children, teen and adult survivors of sexual assault incest, and rape."
301822,"Provides referrals, crisis and peer counseling, food and personal need items, and support groups for adults and their children in domestic violence situations."
301854,"Volunteers opportunities available for individuals to answer the phones, provide food bags to needy families, pick up donated furniture, get donated computers ready to give out, etc."
301861,Offers training for persons with disabilities to enter the job market.
301866,Provides fertility appreciation program.
301870,"Community education about heart disease and stroke, CPR classes, Support group for heart surgery patients, Information and referral"
301871,The core purpose of CASA of the Tennessee Heartland is to provide a voice for abused and neglected children in our community.
